Frequency (Hz)	Level (dB)
6438.427734	-66.870728
6449.194336	-66.970078
6459.960938	-66.859848
6470.727539	-67.893700
6481.494141	-67.763260
6492.260742	-67.403976
6503.027344	-66.514931
6513.793945	-66.649803
6524.560547	-67.058243
6535.327148	-67.617767
6546.093750	-67.821976
6556.860352	-68.009331
6567.626953	-68.187126
6578.393555	-66.677254
6589.160156	-67.187653
6599.926758	-67.996994
6610.693359	-68.109291
6621.459961	-67.754608
6632.226562	-67.386993
6642.993164	-67.202072
6653.759766	-66.936134
6664.526367	-66.446190
6675.292969	-66.711617
6686.059570	-65.962212
6696.826172	-64.713257
6707.592773	-63.643288
6718.359375	-64.439751
6729.125977	-65.652718
6739.892578	-65.684708
6750.659180	-65.174156
6761.425781	-65.171761
6772.192383	-65.028671
6782.958984	-64.749840
6793.725586	-65.150917
6804.492188	-65.063446
6815.258789	-65.389397
6826.025391	-65.655556
6836.791992	-67.069595
6847.558594	-66.352997
6858.325195	-65.716278
6869.091797	-66.222855
6879.858398	-65.324463
6890.625000	-65.992157
6901.391602	-65.444595
6912.158203	-65.809486
6922.924805	-66.336555
6933.691406	-66.005104
6944.458008	-65.830742
6955.224609	-65.627029
6965.991211	-66.219948
6976.757812	-66.089088
6987.524414	-65.707550
6998.291016	-65.413780
7009.057617	-64.961273
7019.824219	-65.772034
7030.590820	-67.212006
7041.357422	-66.905304
7052.124023	-66.033081
7062.890625	-66.786560
7073.657227	-66.480621
7084.423828	-66.907967
7095.190430	-67.443604
7105.957031	-66.354790
7116.723633	-65.790901
7127.490234	-65.899696
7138.256836	-66.729240
7149.023438	-66.493599
7159.790039	-65.663063
7170.556641	-66.434372
7181.323242	-66.345276
7192.089844	-66.703651
7202.856445	-67.570061
7213.623047	-66.641380
7224.389648	-65.360611
7235.156250	-65.111458
7245.922852	-65.345955
7256.689453	-64.538910
7267.456055	-63.282337
7278.222656	-62.581028
7288.989258	-63.395649
7299.755859	-65.502022
7310.522461	-65.867683
7321.289062	-65.634476
7332.055664	-66.322266
7342.822266	-66.971260
7353.588867	-66.238770
7364.355469	-64.543892
7375.122070	-62.958515
7385.888672	-63.095871
7396.655273	-64.898659
7407.421875	-65.024551
7418.188477	-64.591339
7428.955078	-64.850357
7439.721680	-65.800720
7450.488281	-66.410324
7461.254883	-66.602982
7472.021484	-67.291954
7482.788086	-65.014305
7493.554688	-64.779556
7504.321289	-66.721031
7515.087891	-65.486687
7525.854492	-65.392433
7536.621094	-65.948502
7547.387695	-68.168846
7558.154297	-67.589485
7568.920898	-66.728073
7579.687500	-66.509369
7590.454102	-66.839432
7601.220703	-67.584999
7611.987305	-66.444023
7622.753906	-65.364815
7633.520508	-65.339317
7644.287109	-65.491776
7655.053711	-65.347595
7665.820312	-64.573715
7676.586914	-65.136627
7687.353516	-67.099266
7698.120117	-65.980721
7708.886719	-62.975113
7719.653320	-63.487026
7730.419922	-65.845940
7741.186523	-65.989403
7751.953125	-64.897995
7762.719727	-66.346420
7773.486328	-68.361450
7784.252930	-67.333725
7795.019531	-67.074799
7805.786133	-66.932709
7816.552734	-67.077980
7827.319336	-67.000183
7838.085938	-65.998177
7848.852539	-65.281891
7859.619141	-64.574936
7870.385742	-64.667572
7881.152344	-65.135330
7891.918945	-64.576302
